ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip,x,y
139,Nov13,0798Nov13,2-Propanol,3,ug/m3,67-63-0,980000,ug/m3,REL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
140,Nov13,0798Nov13,Acetone,7.1,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
141,Nov13,0798Nov13,Chloromethane,0.86,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
142,Nov13,0798Nov13,Dichlorodifluoromethane,2.3,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
143,Nov13,0798Nov13,Ethanol,12.1,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
144,Nov13,0798Nov13,Ethyl acetate,4.2,ug/m3,141-78-6,1400000,ug/m3,REL,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
145,Nov13,0798Nov13,Methylene Chloride,2.9,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
146,Nov13,0798Nov13,Toluene,7.6,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
147,Nov13,0798Nov13,Trichloroethene,1.7,ug/m3,79-01-6,3,ug/m3,HRV,Kohl & Madden Printing Inc Corp NE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
148,Nov13,0804Nov13,Acetone,3.6,ug/m3,67-64-1,590000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
149,Nov13,0804Nov13,Chloromethane,0.81,ug/m3,74-87-3,206544,ug/m3,PEL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
150,Nov13,0804Nov13,Dichlorodifluoromethane,2.1,ug/m3,75-71-8,4950000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
151,Nov13,0804Nov13,Ethanol,4.5,ug/m3,64-17-5,1900000,ug/m3,REL,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
152,Nov13,0804Nov13,Toluene,1.5,ug/m3,108-88-3,400,ug/m3,HRV,Perkins Hill co-located,MPRB,3419 4th St N,Minneapolis,MN,55412,-10384439.752,5624238.9731
153,Nov13,0818Nov13,2-Butanone (MEK),2.3,ug/m3,78-93-3,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
154,Nov13,0818Nov13,2-Propanol,9.3,ug/m3,67-63-0,980000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
155,Nov13,0818Nov13,Acetone,10.2,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
156,Nov13,0818Nov13,Chloromethane,0.7,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
157,Nov13,0818Nov13,Dichlorodifluoromethane,2.4,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
158,Nov13,0818Nov13,Ethanol,12.4,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
159,Nov13,0818Nov13,Ethyl acetate,4.7,ug/m3,141-78-6,1400000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
160,Nov13,0818Nov13,Methylene Chloride,3,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
161,Nov13,0818Nov13,Naphthalene,1.6,ug/m3,91-20-3,9,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
162,Nov13,0818Nov13,n-Heptane,3.6,ug/m3,142-82-5,350000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
163,Nov13,0818Nov13,Toluene,4.4,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
164,Nov13,0818Nov13,Trichloroethene,1.6,ug/m3,79-01-6,3,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
165,Nov13,0820Nov13,2-Propanol,0.93,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
166,Nov13,0820Nov13,Acetone,3.7,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
167,Nov13,0820Nov13,Benzene,0.88,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
168,Nov13,0820Nov13,Chloromethane,0.78,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
169,Nov13,0820Nov13,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
170,Nov13,0820Nov13,Ethanol,11,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
171,Nov13,0820Nov13,Methylene Chloride,2.1,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
172,Nov13,0820Nov13,Toluene,3.3,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,1916 8th St S,Minneapolis,MN,55454,-10379963.7206,5616064.5541
173,Nov13,0822Nov13,Acetone,3.2,ug/m3,67-64-1,590000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422,-10387870.9507,5622483.9098
174,Nov13,0822Nov13,Chloromethane,0.65,ug/m3,74-87-3,206544,ug/m3,PEL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422,-10387870.9507,5622483.9098
175,Nov13,0822Nov13,Dichlorodifluoromethane,2.3,ug/m3,75-71-8,4950000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422,-10387870.9507,5622483.9098
176,Nov13,0822Nov13,Ethanol,1.9,ug/m3,64-17-5,1900000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422,-10387870.9507,5622483.9098
177,Nov13,0822Nov13,Methylene Chloride,12.7,ug/m3,75-09-2,20,ug/m3,HRV,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422,-10387870.9507,5622483.9098
178,Nov13,0823Nov13,2-Butanone (MEK),0.79,ug/m3,78-93-3,10000,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
179,Nov13,0823Nov13,Acetone,3.6,ug/m3,67-64-1,590000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
180,Nov13,0823Nov13,Benzene,0.5,ug/m3,71-43-2,1.3,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
181,Nov13,0823Nov13,Chloromethane,0.84,ug/m3,74-87-3,206544,ug/m3,PEL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
182,Nov13,0823Nov13,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
183,Nov13,0823Nov13,Ethanol,3.5,ug/m3,64-17-5,1900000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
184,Nov13,0823Nov13,Toluene,0.99,ug/m3,108-88-3,400,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
185,Nov13,0823Nov13,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405,-10386656.8244,5613559.2809
186,Nov13,0824Nov13,Acetone,4.2,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
187,Nov13,0824Nov13,Benzene,0.67,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
188,Nov13,0824Nov13,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
189,Nov13,0824Nov13,Dichlorodifluoromethane,3.1,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
190,Nov13,0824Nov13,Ethanol,6.5,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
191,Nov13,0824Nov13,Methylene Chloride,7.1,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
192,Nov13,0824Nov13,Toluene,1.4,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,21 Luverne Ave S,Minneapolis,MN,55419,-10383539.6713,5607302.5408
193,Nov13,0836Nov13,2-Butanone (MEK),2.7,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,4918 Upton Ave N,Minneapolis,MN,55430,-10387840.8689,5628602.4572
194,Nov13,0836Nov13,2-Propanol,2.1,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,4918 Upton Ave N,Minneapolis,MN,55430,-10387840.8689,5628602.4572
195,Nov13,0836Nov13,Acetone,7.4,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,4918 Upton Ave N,Minneapolis,MN,55430,-10387840.8689,5628602.4572
196,Nov13,0836Nov13,Ethanol,8.2,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,4918 Upton Ave N,Minneapolis,MN,55430,-10387840.8689,5628602.4572
197,Nov13,0836Nov13,Toluene,2.1,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,4918 Upton Ave N,Minneapolis,MN,55430,-10387840.8689,5628602.4572
198,Nov13,0837Nov13,"1,2,4-Trimethylbenzene",1.4,ug/m3,95-63-6,125000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
199,Nov13,0837Nov13,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
200,Nov13,0837Nov13,2-Propanol,1.1,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
201,Nov13,0837Nov13,Acetone,4.7,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
202,Nov13,0837Nov13,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
203,Nov13,0837Nov13,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
204,Nov13,0837Nov13,Cyclohexane,1.1,ug/m3,110-82-7,1050000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
205,Nov13,0837Nov13,Dichlorodifluoromethane,3.1,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
206,Nov13,0837Nov13,Ethanol,8,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
207,Nov13,0837Nov13,m&p-Xylene,2.5,ug/m3,179601-23-1,43000,ug/m3,HRV**,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
208,Nov13,0837Nov13,n-Hexane,1.5,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
209,Nov13,0837Nov13,Toluene,4,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
210,Nov13,0837Nov13,Trichlorofluoromethane,1.9,ug/m3,75-69-4,5600000,ug/m3,REL,,volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
211,Nov13,0839Nov13,Acetone,1.5,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,831 19th Ave SE,Minneapolis,MN,55414,-10377831.8496,5619075.4352
212,Nov13,0839Nov13,Ethanol,2.3,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,831 19th Ave SE,Minneapolis,MN,55414,-10377831.8496,5619075.4352
213,Nov13,0839Nov13,Methylene Chloride,9,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,831 19th Ave SE,Minneapolis,MN,55414,-10377831.8496,5619075.4352
214,Nov13,0843Nov13,2-Propanol,0.96,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
215,Nov13,0843Nov13,Acetone,3.3,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
216,Nov13,0843Nov13,Benzene,0.93,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
217,Nov13,0843Nov13,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
218,Nov13,0843Nov13,Ethanol,6,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
219,Nov13,0843Nov13,Methylene Chloride,0.97,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
220,Nov13,0843Nov13,n-Hexane,0.91,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
221,Nov13,0843Nov13,Toluene,2.2,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
222,Nov13,0843Nov13,Trichloroethene,27.8,ug/m3,79-01-6,3,ug/m3,HRV,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
223,Nov13,0843Nov13,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,volunteer,70 Arthur Ave SE,Minneapolis,MN,55414,-10376822.2251,5616629.301
224,Nov13,0844Nov13,2-Butanone (MEK),0.97,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
225,Nov13,0844Nov13,Acetone,6.2,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
226,Nov13,0844Nov13,Benzene,0.63,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
227,Nov13,0844Nov13,Chloromethane,0.8,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
228,Nov13,0844Nov13,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
229,Nov13,0844Nov13,Ethanol,6.6,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
230,Nov13,0844Nov13,Methylene Chloride,19.6,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
231,Nov13,0844Nov13,n-Hexane,1.4,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
232,Nov13,0844Nov13,Toluene,1.6,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
233,Nov13,0848Nov13,2-Butanone (MEK),0.82,ug/m3,78-93-3,10000,ug/m3,HRV,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
234,Nov13,0848Nov13,Acetone,4.3,ug/m3,67-64-1,590000,ug/m3,REL,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
235,Nov13,0848Nov13,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
236,Nov13,0848Nov13,Chloromethane,0.75,ug/m3,74-87-3,206544,ug/m3,PEL,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
237,Nov13,0848Nov13,Dichlorodifluoromethane,2.5,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
238,Nov13,0848Nov13,Ethanol,15,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
239,Nov13,0848Nov13,Methylene Chloride,1.4,ug/m3,75-09-2,20,ug/m3,HRV,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
240,Nov13,0848Nov13,n-Hexane,0.96,ug/m3,110-54-3,2000,ug/m3,HRV,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
241,Nov13,0848Nov13,Toluene,2.2,ug/m3,108-88-3,400,ug/m3,HRV,,volunteer,2850 Cedar Ave S,Minneapolis,MN,55407,-10380257.4621,5613680.1343
242,Nov13,0849Nov13,2-Propanol,1.9,ug/m3,67-63-0,980000,ug/m3,REL,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
243,Nov13,0849Nov13,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
244,Nov13,0849Nov13,Cyclohexane,1.2,ug/m3,110-82-7,1050000,ug/m3,REL,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
245,Nov13,0849Nov13,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
246,Nov13,0849Nov13,Ethanol,17.1,ug/m3,64-17-5,1900000,ug/m3,REL,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
247,Nov13,0849Nov13,Styrene,1.2,ug/m3,100-42-5,1000,ug/m3,HRV,,volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
248,Nov13,0858Nov13,2-Butanone (MEK),1.7,ug/m3,78-93-3,10000,ug/m3,HRV,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
249,Nov13,0858Nov13,Acetone,6.2,ug/m3,67-64-1,590000,ug/m3,REL,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
250,Nov13,0858Nov13,Benzene,1.5,ug/m3,71-43-2,1.3,ug/m3,HRV,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
251,Nov13,0858Nov13,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
252,Nov13,0858Nov13,Ethanol,9.3,ug/m3,64-17-5,1900000,ug/m3,REL,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
253,Nov13,0858Nov13,m&p-Xylene,3.7,ug/m3,179601-23-1,43000,ug/m3,HRV**,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
254,Nov13,0858Nov13,Methylene Chloride,1,ug/m3,75-09-2,20,ug/m3,HRV,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
255,Nov13,0858Nov13,n-Heptane,1.9,ug/m3,142-82-5,350000,ug/m3,REL,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
256,Nov13,0858Nov13,n-Hexane,1.7,ug/m3,110-54-3,2000,ug/m3,HRV,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
257,Nov13,0858Nov13,o-Xylene,1.4,ug/m3,95-47-6,43000,ug/m3,HRV**,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
258,Nov13,0858Nov13,Toluene,9.2,ug/m3,108-88-3,400,ug/m3,HRV,Best Body Shop North Side Front Entrance,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
259,Nov13,0927Nov13,Acetone,2.9,ug/m3,67-64-1,590000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
260,Nov13,0927Nov13,Chloromethane,0.66,ug/m3,74-87-3,206544,ug/m3,PEL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
261,Nov13,0927Nov13,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
262,Nov13,0927Nov13,Ethanol,3.5,ug/m3,64-17-5,1900000,ug/m3,REL,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
263,Nov13,0927Nov13,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
264,Nov13,0927Nov13,Toluene,1.3,ug/m3,108-88-3,400,ug/m3,HRV,Pinta Foamtec NW Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
265,Nov13,0930Nov13,2-Butanone (MEK),1.4,ug/m3,78-93-3,10000,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
266,Nov13,0930Nov13,2-Propanol,1.4,ug/m3,67-63-0,980000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
267,Nov13,0930Nov13,Acetone,7.3,ug/m3,67-64-1,590000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
268,Nov13,0930Nov13,Benzene,0.79,ug/m3,71-43-2,1.3,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
269,Nov13,0930Nov13,Chloromethane,1.2,ug/m3,74-87-3,206544,ug/m3,PEL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
270,Nov13,0930Nov13,Dichlorodifluoromethane,3.3,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
271,Nov13,0930Nov13,Ethanol,4.5,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
272,Nov13,0930Nov13,Methylene Chloride,8.3,ug/m3,75-09-2,20,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
273,Nov13,0930Nov13,n-Hexane,1.7,ug/m3,110-54-3,2000,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
274,Nov13,0930Nov13,Toluene,2.4,ug/m3,108-88-3,400,ug/m3,HRV,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
275,Nov13,0930Nov13,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,MPCA,MPCA,4646 Humboldt Ave N,Minneapolis,MN,55412,-10385999.6607,5627753.9525
276,Nov13,0935Nov13,"1,2,4-Trimethylbenzene",21.3,ug/m3,95-63-6,125000,ug/m3,REL,,volunteer,1705 Stevens Ave,Minneapolis,MN,55403,-10383351.3689,5616173.5123
